selection_status,category,document_type,section,title,date_iso,year,size_mb,estimated_store_mb,cumulative_pdf_mb,cumulative_store_estimated_mb,path,exists,file_url,post_url
excluded_quota,rapport,rapport,conseil central de l’économie,Rapport 2020 sur les avantages non récurrents liés aux résultats,2021-01-22,2021,0.256,0.768,316.66,949.979,rapport/2021-01-27-08-49-23_doc210103fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2021-01-27-08-49-23_doc210103fr.pdf,https://www.ccecrb.fgov.be/p/fr/816/rapport-2020-sur-les-avantages-non-recurrents-lies-aux-resultats
excluded_quota,avis,avis,conseil central de l’économie,Le prix des cartes train à partir du 1er février 2021,2021-01-20,2021,0.098,0.295,316.66,949.979,avis/2021-01-21-11-26-25_doc210124fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2021-01-21-11-26-25_doc210124fr.pdf,https://www.ccecrb.fgov.be/p/fr/814/le-prix-des-cartes-train-a-partir-du-1er-fevrier-2021
excluded_quota,avis,avis,conseil central de l’économie,Le prix des cartes train à partir du 1er février 2021,2021-01-20,2021,0.246,0.737,316.66,949.979,avis/2021-01-21-08-59-42_doc210125fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2021-01-21-08-59-42_doc210125fr.pdf,https://www.ccecrb.fgov.be/p/fr/814/le-prix-des-cartes-train-a-partir-du-1er-fevrier-2021
excluded_quota,rapport,rapport,conseil central de l’économie,Rapport technique du secrétariat 2020 sur la marge maximale disponible pour l’évolution des coûts salariaux,2021-01-14,2021,2.178,6.535,316.66,949.979,rapport/2021-01-27-11-00-16_doc210100fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2021-01-27-11-00-16_doc210100fr.pdf,https://www.ccecrb.fgov.be/p/fr/812/rapport-technique-du-secretariat-2020-sur-la-marge-maximale-disponible-pour-l-evolution-des-couts-salariaux
excluded_quota,avis,avis,consommation,Vers une politique d’inclusion numérique en Belgique,2020-12-21,2020,0.545,1.635,316.66,949.979,avis/2020-12-21-01-18-04_CCE20202550defsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-21-01-18-04_CCE20202550defsite.pdf,https://www.ccecrb.fgov.be/p/fr/807/vers-une-politique-d-inclusion-numerique-en-belgique
excluded_quota,rapport,rapport,secteurs,L’impact du deuxième confinement sur le secteur de la construction,2020-12-18,2020,0.447,1.341,316.66,949.979,rapport/2020-12-21-05-14-38_CCE20202507.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-21-05-14-38_CCE20202507.pdf,https://www.ccecrb.fgov.be/p/fr/808/l-impact-du-deuxieme-confinement-sur-le-secteur-de-la-construction
excluded_quota,rapport,rapport,conseil central de l’économie,Évaluation des conventions de premier emploi,2020-12-16,2020,1.227,3.681,316.66,949.979,rapport/2020-12-18-11-38-24_doc202570fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-18-11-38-24_doc202570fr.pdf,https://www.ccecrb.fgov.be/p/fr/809/evaluation-des-conventions-de-premier-emploi
excluded_quota,avis,avis,conseil central de l’économie,"Le dixième rapport bisannuel du Service de lutte contre la pauvreté, la précarité et l’exclusion sociale",2020-12-16,2020,0.39,1.169,316.66,949.979,avis/2020-12-18-11-35-46_doc202560fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-18-11-35-46_doc202560fr.pdf,https://www.ccecrb.fgov.be/p/fr/811/le-dixieme-rapport-bisannuel-du-service-de-lutte-contre-la-pauvrete-la-precarite-et-l-exclusion-sociale
excluded_quota,avis,avis,consommation,Crise du coronavirus : date de début des soldes d’hiver 2021,2020-12-03,2020,0.279,0.836,316.66,949.979,avis/2020-12-07-01-34-07_CCE20202370avisSoldescorona.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-07-01-34-07_CCE20202370avisSoldescorona.pdf,https://www.ccecrb.fgov.be/p/fr/802/crise-du-coronavirus-date-de-debut-des-soldes-d-hiver-2021
excluded_quota,avis,avis,secteurs,Le nouvel accord de gouvernement examiné du point de vue du secteur de la construction,2020-12-03,2020,0.388,1.164,316.66,949.979,avis/2020-12-04-12-56-30_doc202380fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-04-12-56-30_doc202380fr.pdf,https://www.ccecrb.fgov.be/p/fr/793/le-nouvel-accord-de-gouvernement-examine-du-point-de-vue-du-secteur-de-la-construction
excluded_quota,avis,avis,secteurs,Le nouvel accord de gouvernement examiné du point de vue du secteur de la construction,2020-12-03,2020,0.135,0.406,316.66,949.979,avis/2020-12-03-03-05-36_doc201698fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-03-03-05-36_doc201698fr.pdf,https://www.ccecrb.fgov.be/p/fr/793/le-nouvel-accord-de-gouvernement-examine-du-point-de-vue-du-secteur-de-la-construction
excluded_quota,note-documentaire,note documentaire,consommation,Résumé des rapports annuels de 2019 de six ombudsmans,2020-12-01,2020,0.486,1.457,316.66,949.979,note-documentaire/2020-12-01-10-51-04_CCE20201616defsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-01-10-51-04_CCE20201616defsite.pdf,https://www.ccecrb.fgov.be/p/fr/796/resume-des-rapports-annuels-de-2019-de-six-ombudsmans
excluded_quota,avis,avis,concurrence,Le renforcement de l’efficacité des autorités nationales de concurrence,2020-12-01,2020,0.36,1.079,316.66,949.979,avis/2020-12-02-12-18-33_doc202321fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-02-12-18-33_doc202321fr.pdf,https://www.ccecrb.fgov.be/p/fr/799/le-renforcement-de-l-efficacite-des-autorites-nationales-de-concurrence
excluded_quota,avis,avis,secteurs,L’e-commerce et le secteur classique de la distribution pendant la crise du coronavirus,2020-12-01,2020,0.3,0.901,316.66,949.979,avis/2020-12-01-04-58-11_CCE20202280defsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-01-04-58-11_CCE20202280defsite.pdf,https://www.ccecrb.fgov.be/p/fr/798/l-e-commerce-et-le-secteur-classique-de-la-distribution-pendant-la-crise-du-coronavirus
excluded_quota,avis,avis,concurrence,Le droit de la concurrence à l’épreuve de la mondialisation et des plateformes numériques,2020-12-01,2020,0.389,1.166,316.66,949.979,avis/2020-12-01-03-32-26_CCE20202320defsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-01-03-32-26_CCE20202320defsite.pdf,https://www.ccecrb.fgov.be/p/fr/797/le-droit-de-la-concurrence-a-l-epreuve-de-la-mondialisation-et-des-plateformes-numeriques
excluded_quota,avis,avis,conseil central de l’économie,Avis sur le Rapport annuel 2020 du Conseil national de la productivité,2020-11-24,2020,0.295,0.885,316.66,949.979,avis/2020-11-26-09-03-37_doc202250fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-26-09-03-37_doc202250fr.pdf,https://www.ccecrb.fgov.be/p/fr/792/avis-sur-le-rapport-annuel-2020-du-conseil-national-de-la-productivite
excluded_quota,article,article,conseil central de l’économie,La crise du coronavirus et notre comportement en matière de mobilité,2020-11-23,2020,0.118,0.353,316.66,949.979,article/2020-11-23-03-20-11_la_crise_du_coronavirus_et_notre_comportement_en_matiere_de_mobilite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-23-03-20-11_la_crise_du_coronavirus_et_notre_comportement_en_matiere_de_mobilite.pdf,https://www.ccecrb.fgov.be/p/fr/789/la-crise-du-coronavirus-et-notre-comportement-en-matiere-de-mobilite
excluded_quota,article,article,conseil central de l’économie,La crise du coronavirus et notre comportement en matière de mobilité,2020-11-23,2020,0.132,0.396,316.66,949.979,article/2020-11-20-11-13-27_Lauwers_interview.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-11-13-27_Lauwers_interview.pdf,https://www.ccecrb.fgov.be/p/fr/789/la-crise-du-coronavirus-et-notre-comportement-en-matiere-de-mobilite
excluded_quota,article,article,conseil central de l’économie,La crise du coronavirus et notre comportement en matière de mobilité,2020-11-23,2020,0.107,0.32,316.66,949.979,article/2020-11-20-11-10-31_Keseru_interview.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-11-10-31_Keseru_interview.pdf,https://www.ccecrb.fgov.be/p/fr/789/la-crise-du-coronavirus-et-notre-comportement-en-matiere-de-mobilite
excluded_quota,article,article,conseil central de l’économie,La crise du coronavirus et notre comportement en matière de mobilité,2020-11-23,2020,0.131,0.392,316.66,949.979,article/2020-11-20-11-07-25_Hubert_interview.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-11-07-25_Hubert_interview.pdf,https://www.ccecrb.fgov.be/p/fr/789/la-crise-du-coronavirus-et-notre-comportement-en-matiere-de-mobilite
excluded_quota,article,article,conseil central de l’économie,La crise du coronavirus et notre comportement en matière de mobilité,2020-11-23,2020,0.133,0.4,316.66,949.979,article/2020-11-20-11-05-14_Dobruszkes_interview.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-11-05-14_Dobruszkes_interview.pdf,https://www.ccecrb.fgov.be/p/fr/789/la-crise-du-coronavirus-et-notre-comportement-en-matiere-de-mobilite
excluded_quota,article,article,conseil central de l’économie,La crise du coronavirus et notre comportement en matière de mobilité,2020-11-23,2020,0.098,0.294,316.66,949.979,article/2020-11-20-11-02-56_DeBorger_interview.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-11-02-56_DeBorger_interview.pdf,https://www.ccecrb.fgov.be/p/fr/789/la-crise-du-coronavirus-et-notre-comportement-en-matiere-de-mobilite
excluded_quota,article,article,conseil central de l’économie,La crise du coronavirus et notre comportement en matière de mobilité,2020-11-23,2020,0.112,0.337,316.66,949.979,article/2020-11-20-11-00-24_Proost_interview.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-11-00-24_Proost_interview.pdf,https://www.ccecrb.fgov.be/p/fr/789/la-crise-du-coronavirus-et-notre-comportement-en-matiere-de-mobilite
excluded_quota,article,article,conseil central de l’économie,La crise du coronavirus et notre comportement en matière de mobilité,2020-11-23,2020,0.14,0.421,316.66,949.979,article/2020-11-20-10-57-57_Cornelis_interview.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-10-57-57_Cornelis_interview.pdf,https://www.ccecrb.fgov.be/p/fr/789/la-crise-du-coronavirus-et-notre-comportement-en-matiere-de-mobilite
excluded_quota,note-documentaire,note documentaire,secteurs,Le renforcement des géants du numérique en période de confinement,2020-11-20,2020,0.978,2.933,316.66,949.979,note-documentaire/2020-11-20-03-46-19_CCE20202001Lerenforcementdesgrandesplateformespendantleconfinement.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-03-46-19_CCE20202001Lerenforcementdesgrandesplateformespendantleconfinement.pdf,https://www.ccecrb.fgov.be/p/fr/790/le-renforcement-des-geants-du-numerique-en-periode-de-confinement
excluded_quota,rapport,rapport,conseil central de l’économie,La rémunération en fonction de l’ancienneté,2020-11-19,2020,1.033,3.098,316.66,949.979,rapport/2020-11-20-10-08-59_doc202180fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-20-10-08-59_doc202180fr.pdf,https://www.ccecrb.fgov.be/p/fr/788/la-remuneration-en-fonction-de-l-anciennete
excluded_quota,avis,avis,consommation,Les écrans buccaux en plastique ne sont pas une alternative sûre aux masques buccaux,2020-11-05,2020,0.283,0.85,316.66,949.979,avis/2020-11-10-04-54-33_CCE20202120Avisecransbuccauxenplastique.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-10-04-54-33_CCE20202120Avisécransbuccauxenplastique.pdf,https://www.ccecrb.fgov.be/p/fr/786/les-ecrans-buccaux-en-plastique-ne-sont-pas-une-alternative-sure-aux-masques-buccaux
excluded_quota,rapport,rapport,secteurs,"La conjoncture dans le secteur papetier, graphique et de l’édition à l’automne 2020",2020-11-02,2020,0.912,2.736,316.66,949.979,rapport/2020-11-03-04-20-10_CCE20201918DEFsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-03-04-20-10_CCE20201918DEFsite.pdf,https://www.ccecrb.fgov.be/p/fr/784/la-conjoncture-dans-le-secteur-papetier-graphique-et-de-l-edition-a-l-automne-2020
excluded_quota,avis,avis,secteurs,Prenez soin des médias (locaux) et ils seront le levier de la relance du tissu social et économique (local),2020-11-02,2020,0.346,1.039,316.66,949.979,avis/2020-11-04-11-07-35_CCE20202000defsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-04-11-07-35_CCE20202000defsite.pdf,https://www.ccecrb.fgov.be/p/fr/785/prenez-soin-des-medias-locaux-et-ils-seront-le-levier-de-la-relance-du-tissu-social-et-economique-local-
excluded_quota,article,article,conseil central de l’économie,Brexit : existe-t-il encore un espoir ?,2020-10-29,2020,0.072,0.215,316.66,949.979,article/2020-10-29-12-07-57_Brexit_situation_201028.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-10-29-12-07-57_Brexit_situation_201028.pdf,https://www.ccecrb.fgov.be/p/fr/783/brexit-existe-t-il-encore-un-espoir-
excluded_quota,note-methodologique,Note méthodologique,conseil central de l’économie,Adaptation de la série du coût salarial horaire en Belgique 1996-2001 suite à la révision des comptes nationaux concernant l’estimation du travail au noir,2020-10-20,2020,0.498,1.494,316.66,949.979,note-methodologique/2020-10-20-05-32-03_doc201665.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-10-20-05-32-03_doc201665.pdf,https://www.ccecrb.fgov.be/p/fr/782/adaptation-de-la-serie-du-cout-salarial-horaire-en-belgique-1996-2001-suite-a-la-revision-des-comptes-nationaux-concernant-l-estimation-du-travail-au-noir
excluded_quota,rapport,rapport,conseil central de l’économie,"Paix sociale, impact des niveaux de salaires sur le marché du travail, influence de l'ancienneté sur les salaires",2020-10-16,2020,0.218,0.654,316.66,949.979,rapport/2020-11-24-10-56-54_doc201890fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-11-24-10-56-54_doc201890fr.pdf,https://www.ccecrb.fgov.be/p/fr/791/paix-sociale-impact-des-niveaux-de-salaires-sur-le-marche-du-travail-influence-de-l-anciennete-sur-les-salaires
excluded_quota,rapport,rapport,conseil central de l’économie,Se projeter dans l’avenir pour dépasser la crise - Rapport Emploi Compétitivité 2020,2020-10-16,2020,0.442,1.325,316.66,949.979,rapport/2020-10-16-02-08-38_REC2020FR.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-10-16-02-08-38_REC2020FR.pdf,https://www.ccecrb.fgov.be/p/fr/780/se-projeter-dans-l-avenir-pour-depasser-la-crise-rapport-emploi-competitivite-2020
excluded_quota,avis-conjoint,avis conjoint,conseil central de l’économie,Réduction de l’intensité de gaz à effet de serre de l'énergie destinée au transport,2020-10-14,2020,0.369,1.106,316.66,949.979,avis-conjoint/2020-10-15-02-09-00_CCE20201900defsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-10-15-02-09-00_CCE20201900defsite.pdf,https://www.ccecrb.fgov.be/p/fr/781/reduction-de-l-intensite-de-gaz-a-effet-de-serre-de-l-energie-destinee-au-transport
excluded_quota,note-methodologique,Note méthodologique,conseil central de l’économie,Indicateurs de formation en alternance,2020-10-06,2020,0.466,1.398,316.66,949.979,note-methodologique/2020-10-15-01-26-55_CCE20201675.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-10-15-01-26-55_CCE20201675.pdf,https://www.ccecrb.fgov.be/p/fr/778/indicateurs-de-formation-en-alternance
excluded_quota,note-documentaire,note documentaire,secteurs,Vision d’experts sur les investissements en infrastructures durables,2020-10-02,2020,0.584,1.752,316.66,949.979,note-documentaire/2020-12-04-12-14-45_doc202271.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-04-12-14-45_doc202271.pdf,https://www.ccecrb.fgov.be/p/fr/795/vision-d-experts-sur-les-investissements-en-infrastructures-durables
excluded_quota,note-documentaire,note documentaire,secteurs,"Le secteur de la construction, un partenaire pour une politique climatique sociale et économique ambitieuse",2020-10-02,2020,0.639,1.917,316.66,949.979,note-documentaire/2020-12-04-11-26-22_doc202270.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-12-04-11-26-22_doc202270.pdf,https://www.ccecrb.fgov.be/p/fr/794/le-secteur-de-la-construction-un-partenaire-pour-une-politique-climatique-sociale-et-economique-ambitieuse
excluded_quota,avis,avis,conseil central de l’économie,Objectifs de développement durable : avis du CCE et du CNT sur l’éducation et la formation,2020-09-29,2020,0.439,1.316,316.66,949.979,avis/2020-10-13-09-55-18_doc201770fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-10-13-09-55-18_doc201770fr.pdf,https://www.ccecrb.fgov.be/p/fr/777/objectifs-de-developpement-durable-avis-du-cce-et-du-cnt-sur-l-education-et-la-formation
excluded_quota,avis,avis,secteurs,Reconnaissance en tant qu’expert en diamants : pour une organisation plus efficace de l’épreuve d’aptitude,2020-09-25,2020,0.269,0.807,316.66,949.979,avis/2020-09-25-03-35-28_CCE20201700.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-09-25-03-35-28_CCE20201700.pdf,https://www.ccecrb.fgov.be/p/fr/775/reconnaissance-en-tant-qu-expert-en-diamants-pour-une-organisation-plus-efficace-de-l-epreuve-d-aptitude
excluded_quota,actualite,actualité,conseil central de l’économie,Benoît Bayenet succède à Robert Tollet à la présidence du Conseil central de l'économie,2020-09-01,2020,0.226,0.678,316.66,949.979,actualite/2020-09-07-03-26-08_nomination_Bayenet.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-09-07-03-26-08_nomination_Bayenet.pdf,https://www.ccecrb.fgov.be/p/fr/774/benoit-bayenet-succede-a-robert-tollet-a-la-presidence-du-conseil-central-de-l-economie
excluded_quota,actualite,actualité,conseil central de l’économie,Journée d’étude des vice-présidents du Conseil central de l’économie,2020-08-31,2020,1.126,3.378,316.66,949.979,actualite/2020-08-31-11-14-50_tatdeslieuxdesimpactssocioeconomiquesdelacriselieeaucoronavirusLucDenayer.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-08-31-11-14-50_tatdeslieuxdesimpactssocioéconomiquesdelacriseliéeaucoronavirusLucDenayer.pdf,https://www.ccecrb.fgov.be/p/fr/773/journee-d-etude-des-vice-presidents-du-conseil-central-de-l-economie
excluded_quota,actualite,actualité,conseil central de l’économie,Journée d’étude des vice-présidents du Conseil central de l’économie,2020-08-31,2020,1.989,5.967,316.66,949.979,actualite/2020-08-31-11-11-39_EconomischbeleidnaCOVIDErikSchokkaert.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-08-31-11-11-39_EconomischbeleidnaCOVIDErikSchokkaert.pdf,https://www.ccecrb.fgov.be/p/fr/773/journee-d-etude-des-vice-presidents-du-conseil-central-de-l-economie
excluded_quota,actualite,actualité,conseil central de l’économie,Journée d’étude des vice-présidents du Conseil central de l’économie,2020-08-31,2020,3.325,9.974,316.66,949.979,actualite/2020-08-31-11-10-24_Covid19crisisandEconomicJoepKonings.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-08-31-11-10-24_Covid‐19crisisandEconomicJoepKonings.pdf,https://www.ccecrb.fgov.be/p/fr/773/journee-d-etude-des-vice-presidents-du-conseil-central-de-l-economie
excluded_quota,actualite,actualité,consommation,Les organisations de consommateurs et les organisations professionnelles appellent à un assouplissement de l’obligation d’aller faire seul ses achats,2020-08-05,2020,0.051,0.153,316.66,949.979,actualite/2020-08-05-04-06-15_CCE20201442Muylle.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-08-05-04-06-15_CCE20201442Muylle.pdf,https://www.ccecrb.fgov.be/p/fr/768/les-organisations-de-consommateurs-et-les-organisations-professionnelles-appellent-a-un-assouplissement-de-l-obligation-d-aller-faire-seul-ses-achats
excluded_quota,note-documentaire,note documentaire,conseil central de l’économie,L’estimation de l’impact du COVID-19 sur l’économie : vue d’ensemble par institution,2020-07-30,2020,0.33,0.99,316.66,949.979,note-documentaire/2020-07-31-11-42-10_doc201425fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-07-31-11-42-10_doc201425fr.pdf,https://www.ccecrb.fgov.be/p/fr/767/l-estimation-de-l-impact-du-covid-19-sur-l-economie-vue-d-ensemble-par-institution
excluded_quota,rapport,rapport,secteurs,Suivi du secteur de la distribution pendant la crise du coronavirus,2020-07-15,2020,0.355,1.064,316.66,949.979,rapport/2020-07-15-02-22-37_doc201376fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-07-15-02-22-37_doc201376fr.pdf,https://www.ccecrb.fgov.be/p/fr/765/suivi-du-secteur-de-la-distribution-pendant-la-crise-du-coronavirus
excluded_quota,avis,avis,consommation,Pour une modernisation et un renforcement de la protection des consommateurs,2020-07-15,2020,2.726,8.179,316.66,949.979,avis/2020-07-16-10-19-59_CCE20201320AvisdirectiveOmnibusDEF.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-07-16-10-19-59_CCE20201320AvisdirectiveOmnibusDEF.pdf,https://www.ccecrb.fgov.be/p/fr/766/pour-une-modernisation-et-un-renforcement-de-la-protection-des-consommateurs
excluded_quota,rapport,rapport,secteurs,L'évolution conjoncturelle dans le secteur de la construction - juin 2020,2020-07-07,2020,0.719,2.156,316.66,949.979,rapport/2020-07-07-04-30-27_CCE20201266DEFsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-07-07-04-30-27_CCE20201266DEFsite.pdf,https://www.ccecrb.fgov.be/p/fr/764/l-evolution-conjoncturelle-dans-le-secteur-de-la-construction-juin-2020
excluded_quota,rapport,rapport,secteurs,La conjoncture économique dans l'industrie alimentaire et des boissons 2020,2020-06-29,2020,0.096,0.287,316.66,949.979,rapport/2020-07-01-10-18-58_doc201282f.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-07-01-10-18-58_doc201282f.pdf,https://www.ccecrb.fgov.be/p/fr/762/la-conjoncture-economique-dans-l-industrie-alimentaire-et-des-boissons-2020
excluded_quota,rapport,rapport,secteurs,L’emploi dans l’industrie alimentaire,2020-06-22,2020,0.762,2.287,316.66,949.979,rapport/2020-06-22-09-27-31_CCE20200873defsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-06-22-09-27-31_CCE20200873defsite.pdf,https://www.ccecrb.fgov.be/p/fr/761/l-emploi-dans-l-industrie-alimentaire
excluded_quota,rapport,rapport,secteurs,Suivi du secteur alimentaire pendant la crise du coronavirus,2020-05-29,2020,0.304,0.912,316.66,949.979,rapport/2020-06-05-03-25-45_doc201074fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-06-05-03-25-45_doc201074fr.pdf,https://www.ccecrb.fgov.be/p/fr/759/suivi-du-secteur-alimentaire-pendant-la-crise-du-coronavirus
excluded_quota,avis,avis,conseil central de l’économie,Contribution du CCE et du CNT dans le cadre de la préparation du Programme national de réforme 2020,2020-05-27,2020,0.263,0.789,316.66,949.979,avis/2020-05-27-03-56-29_doc201065fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-05-27-03-56-29_doc201065fr.pdf,https://www.ccecrb.fgov.be/p/fr/758/contribution-du-cce-et-du-cnt-dans-le-cadre-de-la-preparation-du-programme-national-de-reforme-2020
excluded_quota,article,article,conseil central de l’économie,Les déplacements domicile-travail en Belgique,2020-05-15,2020,0.813,2.438,316.66,949.979,article/2020-05-13-04-52-12_domicile_travail.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-05-13-04-52-12_domicile_travail.pdf,https://www.ccecrb.fgov.be/p/fr/755/les-deplacements-domicile-travail-en-belgique
excluded_quota,article,article,conseil central de l’économie,"À vélo au boulot, une pratique en hausse",2020-05-15,2020,0.107,0.322,316.66,949.979,article/2020-05-12-04-39-58_velo.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-05-12-04-39-58_vélo.pdf,https://www.ccecrb.fgov.be/p/fr/754/a-velo-au-boulot-une-pratique-en-hausse
excluded_quota,avis,avis,consommation,Traçage numérique : il faut protéger le consommateur,2020-05-06,2020,0.06,0.179,316.66,949.979,avis/2020-05-06-05-33-08_2020183VCPersberichtAdviesCoronaapp2020953F.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-05-06-05-33-08_2020183VCPersberichtAdviesCoronaapp2020953F.pdf,https://www.ccecrb.fgov.be/p/fr/753/tracage-numerique-il-faut-proteger-le-consommateur
excluded_quota,avis,avis,consommation,Traçage numérique : il faut protéger le consommateur,2020-05-06,2020,0.355,1.066,316.66,949.979,avis/2020-05-06-05-17-28_CCE20200895Avis.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-05-06-05-17-28_CCE20200895Avis.pdf,https://www.ccecrb.fgov.be/p/fr/753/tracage-numerique-il-faut-proteger-le-consommateur
excluded_quota,avis-conjoint,avis conjoint,conseil central de l’économie,Prolongation de la vente des carburants d’hiver en raison de la pandémie du COVID-19,2020-04-29,2020,0.35,1.05,316.66,949.979,avis-conjoint/2020-04-28-05-13-35_doc200920fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-04-28-05-13-35_doc200920fr.pdf,https://www.ccecrb.fgov.be/p/fr/751/prolongation-de-la-vente-des-carburants-d-hiver-en-raison-de-la-pandemie-du-covid-19
excluded_quota,avis-conjoint,avis conjoint,consommation,"L’obsolescence programmée, une pratique commerciale déloyale",2020-04-27,2020,0.358,1.073,316.66,949.979,avis-conjoint/2020-04-23-04-21-25_doc20640fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-04-23-04-21-25_doc20640fr.pdf,https://www.ccecrb.fgov.be/p/fr/750/l-obsolescence-programmee-une-pratique-commerciale-deloyale
excluded_quota,article,article,concurrence,Aides d’État au temps du coronavirus,2020-04-20,2020,0.108,0.324,316.66,949.979,article/2020-04-20-01-14-58_aides_etat_au_temps_du_coronavirus.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-04-20-01-14-58_aides_etat_au_temps_du_coronavirus.pdf,https://www.ccecrb.fgov.be/p/fr/749/aides-d-etat-au-temps-du-coronavirus
excluded_quota,avis,avis,conseil central de l’économie,Examen de proportionnalité pour les réglementations de profession,2020-04-15,2020,0.301,0.902,316.66,949.979,avis/2020-04-15-02-35-55_CCE20200800Examendeproportionnalite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-04-15-02-35-55_CCE20200800Examendeproportionnalité.pdf,https://www.ccecrb.fgov.be/p/fr/747/examen-de-proportionnalite-pour-les-reglementations-de-profession
excluded_quota,article,article,consommation,Amélioration de la protection des consommateurs avec la directive 'Omnibus',2020-04-15,2020,0.13,0.39,316.66,949.979,article/2020-04-16-10-33-04_protectionduconsommateur.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-04-16-10-33-04_protectionduconsommateur.pdf,https://www.ccecrb.fgov.be/p/fr/748/amelioration-de-la-protection-des-consommateurs-avec-la-directive-omnibus-
excluded_quota,avis,avis,consommation,Crise du coronavirus : la CCS « Consommation » se prononce sur les soldes et les ventes en liquidation,2020-04-09,2020,0.268,0.805,316.66,949.979,avis/2020-04-10-03-34-00_CCE20200795defsite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2020-04-10-03-34-00_CCE20200795defsite.pdf,https://www.ccecrb.fgov.be/p/fr/745/crise-du-coronavirus-la-ccs-consommation-se-prononce-sur-les-soldes-et-les-ventes-en-liquidation
